,fish_ID,trial,swim_number,start_time,start_x_position,start_y_position,start_accumulated_path,start_accumulated_orientation,end_time,end_x_position,end_y_position,end_accumulated_path,end_accumulated_orientation,duration,interbout_interval,average_speed,same_direction_as_previous_bout,correct_bout
0,107,1,0,0.2819554805755615,-0.694300750039579,0.003956026537302071,0.005994839054096701,126.02370992986812,0.3486216068267822,-0.7030853374440589,0.014830958705835583,0.024215798745105488,127.96249261116003,0.0666661262512207,0.5555510520935059,0.2733166109329046,1.0,-1
1,107,1,1,1.4152796268463135,-0.7199583907358758,0.03622900246250072,0.10279373934943514,132.10172167774542,1.5263898372650146,-0.7355102171626585,0.050417663719951517,0.1287563696426961,136.26039130582393,0.11111021041870117,1.0666580200195312,0.23366556678657083,1.0,0
2,107,1,2,2.1597180366516113,-0.7415195938065646,0.05651189395656304,0.15955730381730326,137.94253676259405,2.2708282470703125,-0.761787259627295,0.06679335939281213,0.18852690319523902,150.37183206594628,0.11111021041870117,0.6333281993865967,0.26072850792711505,1.0,0
3,107,1,3,4.504143476486206,-0.7708685033840643,0.07313359653713815,0.2664162935466745,153.62641737690353,4.5485875606536865,-0.7778091773610197,0.07476921085148247,0.27574673936629424,159.41098813081584,0.04444408416748047,2.2333152294158936,0.20993673273723953,1.0,0
4,107,1,4,6.093019485473633,-0.7815085384197258,0.07666158217809955,0.3061600476279569,161.90528202545613,6.237462759017944,-0.7915256283109744,0.10410623481975693,0.3440242826103823,123.03536219391216,0.14444327354431152,1.5444319248199463,0.2621391363773657,0.0,1
5,107,1,5,6.515238285064697,-0.7936410154470005,0.10824268776078416,0.353070108661969,122.11046418728571,6.681903600692749,-0.7888252375521835,0.15377815718738624,0.40969077633965334,90.89831380703924,0.16666531562805176,0.27777552604675293,0.3397267599699336,1.0,1
6,107,1,6,7.915226936340332,-0.7883487818239233,0.1625214216016639,0.47746782222047557,87.59161230025069,7.993004083633423,-0.7853518282992737,0.1826054201518032,0.49991070812900773,82.07068146117172,0.07777714729309082,1.233323335647583,0.2885537293359412,1.0,1
7,107,1,7,8.504111051559448,-0.7851701201285918,0.18575528343494807,0.5204356142844446,82.30768259916175,8.69299840927124,-0.7581507298875327,0.2086132316561485,0.5727990562154339,48.12591047162408,0.188887357711792,0.5111069679260254,0.2772204692009428,1.0,1
8,107,1,8,10.026320934295654,-0.7577227145828004,0.2091313427616582,0.6467355637395844,45.597222403582066,10.192986249923706,-0.7162987583624316,0.20015945235197538,0.7024769724370756,-3.599108243319506,0.16666531562805176,1.333322525024414,0.33445116332356606,1.0,1
9,107,1,9,10.759648323059082,-0.7091582449483215,0.20021168200993367,0.732742901512605,-4.109937529068986,10.948535680770874,-0.6907104860289601,0.1543685861127068,0.7964402415853655,-55.62782020455023,0.188887357711792,0.566662073135376,0.3372239457653442,1.0,1
10,107,1,10,11.648530006408691,-0.6859588331582392,0.14772449905835283,0.8155618751500651,-54.41585581147609,11.770751237869263,-0.6777694889074299,0.12730913259929197,0.8409793930252221,-62.09801169124984,0.12222123146057129,0.6999943256378174,0.20796319568549532,1.0,1
11,107,1,11,12.41519045829773,-0.6749239618939367,0.12099121663468604,0.8647767742803261,-62.73799460027959,12.604077816009521,-0.6917067394281241,0.08498895061733264,0.9144953361431316,-106.84731754465736,0.188887357711792,0.6444392204284668,0.26321804945075833,1.0,1
12,107,1,12,13.059629678726196,-0.6940921268137435,0.07838493900503668,0.9314843911894695,-107.00096194268332,13.215183973312378,-0.7313017726071434,0.07390547330456614,0.9791912460505223,-160.50245333607245,0.15555429458618164,0.4555518627166748,0.3066894102021842,1.0,1
13,107,1,13,14.048510551452637,-0.7393597495015078,0.07177526772860778,0.9953733241883054,-162.86095394029564,14.215175867080688,-0.7673042863956943,0.10729460241100458,1.0556791949150295,-220.6623181244347,0.16666531562805176,0.8333265781402588,0.36183815750428344,1.0,1
14,107,1,14,14.792948961257935,-0.7734657726272692,0.11274521759645478,1.0895850949035548,-221.09384928939107,14.959614276885986,-0.758477769164996,0.15382562132681177,1.1466646596395158,-276.0942498962746,0.16666531562805176,0.5777730941772461,0.3424801646393295,1.0,1
15,107,1,15,15.504054307937622,-0.7571239071957968,0.16286659572047565,1.1701197572850273,-275.948169818103,15.692941665649414,-0.7145641635206326,0.18629101584968272,1.2292128047924766,-323.61942372606984,0.188887357711792,0.5444400310516357,0.3128480816467066,1.0,1
16,107,1,16,16.34849190711975,-0.7066732064896414,0.19148727740323981,1.2433285400120955,-324.7441528079288,16.41515803337097,-0.6944919699363208,0.19537300642841593,1.2583596566082953,-333.36471533854,0.0666661262512207,0.6555502414703369,0.2254685766435183,1.0,1
17,107,1,17,16.726266622543335,-0.691433773606997,0.19694340015526693,1.2679959965994652,-332.7538082686401,16.915153980255127,-0.6327830149757656,0.1753414537693027,1.3461931643635552,-373.12929770743017,0.188887357711792,0.3111085891723633,0.413988361695465,1.0,1
18,107,1,18,17.826257705688477,-0.6178043596713332,0.1716670214496673,1.3855256099047857,-373.8651588214267,17.881812810897827,-0.6082509530790646,0.16497800052473718,1.3995169660599682,-384.14128031610346,0.055555105209350586,0.9111037254333496,0.25184645231897845,1.0,1
19,107,1,19,18.581807136535645,-0.5997383875043168,0.1606568750926571,1.4226835186242948,-386.78511717437175,18.759583473205566,-0.6086758688824874,0.12050208506903301,1.4735905387387724,-451.3825596503352,0.17777633666992188,0.6999943256378174,0.2863543093983142,1.0,1
